
GRUPO                             ACTION_LEFT  ACTION_RIGHT  ACTION_NONE  ACTION_BACK
[0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0] +0.091721    +0.000000     +0.000000    +2.078448
[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0] +4.551304    +1.309090     +1.272830    +5.225121
[1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0] +0.000000    +0.000000     +0.000000    +1.104507
[0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0] +5.644882    +0.000000     +2.110360    +5.790375
[0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0] +0.000000    +0.000000     +2.911309    +0.000000
[0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0] +0.000000    +0.000000     +1.110729    +0.000000
[0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0] +0.328715    +0.000000     +0.986461    +1.327051
[0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0] +0.767764    +0.000000     +1.015018    +1.213069
[1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0] +0.699729    +0.000000     +3.732203    +0.000000
[0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0] +0.000000    +0.000000     +1.953028    +0.000000
[0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0] +0.000000    +0.000000     +2.118848    +0.000000
[0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0] +0.000000    +0.000000     +1.208425    +0.000000
[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0] +5.378769    +0.000000     +2.672457    +5.451561
[1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0] +0.000000    +0.000000     +2.174497    +0.000000
[0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0] +1.005326    +0.000000     +0.000000    +0.000000
[0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0] +1.184925    +0.000000     +0.000000    +1.870228
[0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0] +0.000000    +0.000000     +1.243394    +0.000000
[0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0] +3.215262    +0.000000     +0.000000    +3.014419
[0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0] +0.000000    +0.000000     +3.083512    +0.000000
[1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0] +1.196112    +0.000000     +0.000000    +1.274279
[1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0] +0.062765    +0.000000     +3.708626    +0.000000
[0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0] +0.000000    +0.000000     +2.239502    +0.000000
[0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0] +5.016953    +0.000000     +1.381524    +5.279292
[1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0] +1.284957    +0.000000     +0.990000    +2.352039
[0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0] +0.000000    +0.000000     +3.956476    +0.000000
[0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0] +2.465248    +0.000000     +0.000000    +1.279447
[1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0] +0.000000    +1.235405     +0.000000    +0.000000
[1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0] +0.000000    +0.000000     +2.439902    +0.000000
[0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0] +2.504499    +0.000000     +0.000000    +2.225260
[0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0] +0.090121    +0.000000     +3.778198    +0.000000
[0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0] +0.000000    +0.680125     +5.825691    +1.834106
[0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0] +0.000000    +0.000000     +1.925800    +0.000000
[1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0] +0.000000    +0.000000     +1.153650    +0.000000
[0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0] +5.258780    +0.000000     +2.920635    +5.608941
[0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0] +0.353071    +0.000000     +0.000000    +0.615782
[0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0] +3.126256    +0.000000     +0.849960    +2.425276
[0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0] +1.024961    +0.000000     +0.089100    +2.201803
[0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0] +2.109564    +0.000000     +6.501909    +2.885384
[0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0] +1.141351    +0.000000     +1.219799    +1.244648
[1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0] +0.000000    +0.000000     +0.000000    +1.364982
[0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0] +0.000000    +0.000000     +3.259476    +0.691705
[0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0] +6.591204    +0.000000     +3.065500    +6.819414
[0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0] +2.007985    +0.000000     +6.594720    +2.346022
[1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0] +0.000000    +0.000000     +0.991668    +0.000000
[1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0] +0.608826    +0.000000     +0.999085    +0.000000
[0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0] +0.993727    +0.000000     +0.000000    +1.390640
[0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0] +0.000000    +0.000000     +1.832849    +0.000000
[0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0] +0.000000    +0.000000     +2.725051    +0.000000
[1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0] +0.000000    +0.000000     +1.065902    +0.000000
[0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0] +1.000000    +0.000000     +0.000000    +2.289821
[0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0] +1.068536    +0.000000     +0.000000    +0.652383
[0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0] +0.000000    +0.000000     +1.212585    +0.000000
[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0] +6.942107    +6.228683     +7.224146    +7.707301
[0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0] +0.000000    +0.000000     +1.068228    +1.192410
[0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0] +0.000000    +0.000000     +1.171298    +0.000000
[0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0] +0.000000    +0.000000     +1.750938    +0.000000
[0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0] +0.000000    +0.000000     +1.000000    +0.000000
[0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0] +0.000000    +0.000000     +2.694313    +0.000000
[0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0] +1.327214    +0.981905     +0.000000    +1.592848
[0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0] +2.700044    +0.000000     +1.000000    +2.807576
[0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0] +0.000000    +0.000000     +2.094174    +0.000000
[0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0] +4.504599    +1.004228     +0.000000    +2.260571
[0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0] +1.446722    +0.000000     +0.000000    +1.239058
