0|2|30.000000|40.000000|0.000000|0.000000
0|3|29.999975|20.000311|-0.000239|0.003102
100|2|30.000000|40.000000|0.000000|0.000000
100|3|29.975180|20.311209|-0.000239|0.003102
200|2|30.000000|40.000000|0.000000|0.000000
200|3|29.950560|20.622107|-0.000238|0.003102
300|2|30.000000|40.000000|0.000000|0.000000
300|3|29.926664|20.933004|-0.000238|0.003102
400|2|30.000000|40.000000|0.000000|0.000000
400|3|29.902613|21.243891|-0.001014|0.003042
500|2|30.000000|40.000000|0.000000|0.000000
500|3|29.801523|21.549067|-0.001004|0.003043
600|2|30.000000|40.000000|0.000000|0.000000
600|3|29.701950|21.854563|-0.000328|0.004655
700|2|30.000000|40.000000|0.000000|0.000000
700|3|29.669525|22.319956|-0.000328|0.004655
800|2|30.000000|40.000000|0.000000|0.000000
800|3|29.637123|22.785040|-0.000219|0.003103
900|2|30.000000|40.000000|0.000000|0.000000
900|3|29.616142|23.095938|-0.000219|0.003103
1000|2|30.000000|40.000000|0.000000|0.000000
1000|3|29.595181|23.406523|-0.000110|0.001552
1100|2|30.000000|40.000000|0.000000|0.000000
1100|3|29.583736|23.561018|-0.000109|0.001552
1200|2|30.000000|40.000000|0.000000|0.000000
1200|3|29.572117|23.715815|-0.000995|0.003049
1300|2|30.000000|40.000000|0.000000|0.000000
1300|3|29.472935|24.020990|-0.000984|0.003049
1400|2|30.000000|40.000000|0.000000|0.000000
1400|3|29.375523|24.326487|-0.000296|0.004657
1500|2|30.000000|40.000000|0.000000|0.000000
1500|3|29.346399|24.791880|-0.000296|0.004657
1600|2|30.000000|40.000000|0.000000|0.000000
1600|3|29.316719|25.256952|-0.000973|0.003056
1700|2|30.000000|40.000000|0.000000|0.000000
1700|3|29.219715|25.562128|-0.000962|0.003056
1800|2|30.000000|40.000000|0.000000|0.000000
1800|3|29.124348|25.867308|-0.000950|0.003063
1900|2|30.000000|40.000000|0.000000|0.000000
1900|3|29.029957|26.174391|-0.000938|0.003064
2000|2|30.000000|40.000000|0.000000|0.000000
2000|3|28.936638|26.481791|-0.000224|0.004661
2100|2|30.000000|40.000000|0.000000|0.000000
2100|3|28.913750|26.947184|-0.000224|0.004661
2200|2|30.000000|40.000000|0.000000|0.000000
2200|3|28.890892|27.411955|-0.000074|0.001554
2300|2|30.000000|40.000000|0.000000|0.000000
2300|3|28.883263|27.566450|-0.000074|0.001554
2400|2|30.000000|40.000000|0.000000|0.000000
2400|3|28.875633|27.720945|-0.000074|0.001554
2500|2|30.000000|40.000000|0.000000|0.000000
2500|3|28.868004|27.875441|-0.000074|0.001554
2600|2|30.000000|40.000000|0.000000|0.000000
2600|3|28.860203|28.030241|-0.000926|0.003070
2700|2|30.000000|40.000000|0.000000|0.000000
2700|3|28.768568|28.337324|-0.000912|0.003071
2800|2|30.000000|40.000000|0.000000|0.000000
2800|3|28.678217|28.644724|-0.000182|0.004663
2900|2|30.000000|40.000000|0.000000|0.000000
2900|3|28.659143|29.110117|-0.000182|0.004663
3000|2|30.000000|40.000000|0.000000|0.000000
3000|3|28.640070|29.575510|-0.000182|0.004663
3100|2|30.000000|40.000000|0.000000|0.000000
3100|3|28.620996|30.040903|-0.000182|0.004663
3200|2|30.000000|40.000000|0.000000|0.000000
3200|3|28.601927|30.506296|-0.000181|0.004663
3300|2|30.000000|40.000000|0.000000|0.000000
3300|3|28.584017|30.971689|-0.000181|0.004663
3400|2|30.000000|40.000000|0.000000|0.000000
3400|3|28.565928|31.437082|-0.000181|0.004663
3500|2|30.000000|40.000000|0.000000|0.000000
3500|3|28.547770|31.902475|-0.000181|0.004663
3600|2|30.000000|40.000000|0.000000|0.000000
3600|3|28.529543|32.367558|-0.000898|0.003079
3700|2|30.000000|40.000000|0.000000|0.000000
3700|3|28.440630|32.676548|-0.000880|0.003079
3800|2|30.000000|40.000000|0.000000|0.000000
3800|3|28.353697|32.985233|-0.000042|0.001555
3900|2|30.000000|40.000000|0.000000|0.000000
3900|3|28.349882|33.141636|-0.000042|0.001555
4000|2|30.000000|40.000000|0.000000|0.000000
4000|3|28.345903|33.298344|-0.000862|0.003089
4100|2|30.000000|40.000000|0.000000|0.000000
4100|3|28.260651|33.607334|-0.000843|0.003089
4200|2|30.000000|40.000000|0.000000|0.000000
4200|3|28.177507|33.916637|-0.000069|0.004666
4300|2|30.000000|40.000000|0.000000|0.000000
4300|3|28.169878|34.382030|-0.000068|0.004666
4400|2|30.000000|40.000000|0.000000|0.000000
4400|3|28.162100|34.847111|-0.000823|0.003099
4500|2|30.000000|40.000000|0.000000|0.000000
4500|3|28.080923|35.156101|-0.000801|0.003100
4600|2|30.000000|40.000000|0.000000|0.000000
4600|3|28.002087|35.464787|-0.000001|0.001556
4700|2|30.000000|40.000000|0.000000|0.000000
4700|3|28.002087|35.621189|-0.000001|0.001556
4800|2|30.000000|40.000000|0.000000|0.000000
4800|3|28.002087|35.777592|-0.000001|0.001556
4900|2|30.000000|40.000000|0.000000|0.000000
4900|3|28.002087|35.933994|-0.000001|0.001556
5000|2|30.000000|40.000000|0.000000|0.000000
5000|3|28.002087|36.090397|-0.000001|0.001556
5100|2|30.000000|40.000000|0.000000|0.000000
5100|3|28.002087|36.246799|-0.000001|0.001556
5200|2|30.000000|40.000000|0.000000|0.000000
5200|3|28.002087|36.403515|-0.000001|0.003111
5300|2|30.000000|40.000000|0.000000|0.000000
5300|3|28.002087|36.716320|-0.000001|0.003111
5400|2|30.000000|40.000000|0.000000|0.000000
5400|3|28.002087|37.028812|-0.000001|0.001556
5500|2|30.000000|40.000000|0.000000|0.000000
5500|3|28.002087|37.185215|-0.000001|0.001556
5600|2|30.000000|40.000000|0.000000|0.000000
5600|3|28.001930|37.341930|-0.000778|0.003111
5700|2|30.000000|40.000000|0.000000|0.000000
5700|3|27.925459|37.654736|-0.000750|0.003111
5800|2|30.000000|40.000000|0.000000|0.000000
5800|3|27.852118|37.967541|0.000057|0.003111
5900|2|30.000000|40.000000|0.000000|0.000000
5900|3|27.857840|38.280346|0.000057|0.003111
6000|2|30.000000|40.000000|0.000000|0.000000
6000|3|27.863405|38.593143|-0.000720|0.003096
6100|2|30.000000|40.000000|0.000000|0.000000
6100|3|27.793062|38.902134|-0.000687|0.003095
6200|2|30.000000|40.000000|0.000000|0.000000
6200|3|27.726072|39.211124|-0.000652|0.003077
6300|2|30.000000|40.000000|0.000000|0.000000
6300|3|27.662683|39.520115|-0.000615|0.003076
6400|2|30.000000|40.000000|0.000000|0.000000
6400|3|27.603180|39.829105|0.000200|0.003105
6500|2|30.000000|40.000000|0.000000|0.000000
6500|3|27.622253|40.138096|0.000200|0.003105
6600|2|30.000000|40.000000|0.000000|0.000000
6600|3|27.641821|40.446781|0.000300|0.001552
6700|2|30.000000|40.000000|0.000000|0.000000
6700|3|27.671219|40.603184|0.000289|0.001553
6800|2|30.000000|40.000000|0.000000|0.000000
6800|3|27.699791|40.760204|0.000089|0.004659
6900|2|30.000000|40.000000|0.000000|0.000000
6900|3|27.709328|41.225597|0.000100|0.004658
7000|2|30.000000|40.000000|0.000000|0.000000
7000|3|27.720083|41.690372|0.000302|0.001552
7100|2|30.000000|40.000000|0.000000|0.000000
7100|3|27.749573|41.846775|0.000288|0.001553
7200|2|30.000000|40.000000|0.000000|0.000000
7200|3|27.777769|42.003178|0.000259|0.001553
7300|2|30.000000|40.000000|0.000000|0.000000
7300|3|27.802784|42.159580|0.000246|0.001554
7400|2|30.000000|40.000000|0.000000|0.000000
7400|3|27.826536|42.316288|-0.000631|0.003071
7500|2|30.000000|40.000000|0.000000|0.000000
7500|3|27.766766|42.621811|-0.000563|0.003067
7600|2|30.000000|40.000000|0.000000|0.000000
7600|3|27.714355|42.926689|0.000432|0.001549
7700|2|30.000000|40.000000|0.000000|0.000000
7700|3|27.756037|43.083092|0.000403|0.001551
7800|2|30.000000|40.000000|0.000000|0.000000
7800|3|27.794935|43.240112|0.000115|0.004654
7900|2|30.000000|40.000000|0.000000|0.000000
7900|3|27.807766|43.705505|0.000144|0.004652
8000|2|30.000000|40.000000|0.000000|0.000000
8000|3|27.823914|44.170570|-0.000476|0.003022
8100|2|30.000000|40.000000|0.000000|0.000000
8100|3|27.783054|44.471931|-0.000337|0.003006
8200|2|30.000000|40.000000|0.000000|0.000000
8200|3|29.930626|22.172695|-0.000435|0.003081
8300|2|30.000000|40.000000|0.000000|0.000000
8300|3|29.886757|22.481686|-0.000435|0.003081
8400|2|30.000000|40.000000|0.000000|0.000000
8400|3|29.842846|22.790981|-0.000653|0.004621
8500|2|30.000000|40.000000|0.000000|0.000000
8500|3|29.777996|23.252560|-0.000653|0.004621
8600|2|30.000000|40.000000|0.000000|0.000000
8600|3|29.713146|23.714138|-0.000653|0.004621
8700|2|30.000000|40.000000|0.000000|0.000000
8700|3|29.648296|24.175716|-0.000653|0.004621
8800|2|30.000000|40.000000|0.000000|0.000000
8800|3|29.583336|24.636967|-0.001205|0.002972
8900|2|30.000000|40.000000|0.000000|0.000000
8900|3|29.463173|24.934513|-0.001196|0.002973
9000|2|30.000000|40.000000|0.000000|0.000000
9000|3|29.344263|25.232388|-0.000624|0.004625
9100|2|30.000000|40.000000|0.000000|0.000000
9100|3|29.281321|25.693966|-0.000624|0.004625
9200|2|30.000000|40.000000|0.000000|0.000000
9200|3|29.218267|26.155216|-0.001187|0.002979
9300|2|30.000000|40.000000|0.000000|0.000000
9300|3|29.100012|26.452763|-0.001177|0.002980
9400|2|30.000000|40.000000|0.000000|0.000000
9400|3|28.982946|26.750313|-0.001167|0.002987
9500|2|30.000000|40.000000|0.000000|0.000000
9500|3|28.866598|27.049767|-0.001157|0.002988
9600|2|30.000000|40.000000|0.000000|0.000000
